CustomerID,City,Vehicle_Model,Subscription_Plan,Rate_Per_KM,Monthly_Fee,Account_Status
CUST-3653,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3654,Delhi,Tata Punch EV,Pay-Per-KM,2.81,,Active
CUST-3655,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.17,,Defaulted
CUST-3656,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Defaulted
CUST-3657,Delhi,Maruti e Vitara,Pay-Per-KM,4.21,,Suspended
CUST-3658,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Suspended
CUST-3659,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.86,,Active
CUST-3660,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-3661,Pune,Maruti e Vitara,Pay-Per-KM,3.02,,Defaulted
CUST-3662,Delhi,MG Windsor EV,Pay-Per-KM,4.49,,Defaulted
CUST-3663,Pune,MG Windsor EV,Pay-Per-KM,4.37,,Defaulted
CUST-3664,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3665,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3666,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-3667,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3668,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3669,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-3670,Bengaluru,MG Windsor EV,Pay-Per-KM,3.18,,Active
CUST-3671,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3672,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3673,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3674,Delhi,Tata Punch EV,Pay-Per-KM,3.82,,Suspended
CUST-3675,Pune,Maruti e Vitara,Pay-Per-KM,3.38,,Active
CUST-3676,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-3677,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-3678,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3679,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3680,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3681,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-3682,Pune,MG Windsor EV,Pay-Per-KM,3.96,,Active
CUST-3683,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.78,,Active
CUST-3684,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3685,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3686,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3687,Pune,Tata Punch EV,Pay-Per-KM,3.86,,Defaulted
CUST-3688,Pune,MG Windsor EV,Pay-Per-KM,4.21,,Active
CUST-3689,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3690,Pune,Tata Punch EV,Pay-Per-KM,4.41,,Suspended
CUST-3691,Bengaluru,Tata Punch EV,Pay-Per-KM,4.04,,Suspended
CUST-3692,Delhi,Maruti e Vitara,Pay-Per-KM,4.02,,Defaulted
CUST-3693,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-3694,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3695,Delhi,Tata Punch EV,Pay-Per-KM,2.95,,Active
CUST-3696,Delhi,MG Windsor EV,Pay-Per-KM,4.46,,Defaulted
CUST-3697,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-3698,Bengaluru,MG Windsor EV,Pay-Per-KM,3.58,,Defaulted
CUST-3699,Bengaluru,Tata Punch EV,Pay-Per-KM,3.72,,Suspended
CUST-3700,Delhi,MG Windsor EV,Pay-Per-KM,3.7,,Suspended
CUST-3701,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.82,,Defaulted
CUST-3702,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Suspended
CUST-3703,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-3704,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3705,Bengaluru,MG Windsor EV,Pay-Per-KM,2.72,,Active
CUST-3706,Pune,Maruti e Vitara,Pay-Per-KM,3.9,,Active
CUST-3707,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3708,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3709,Pune,Tata Punch EV,Pay-Per-KM,4.42,,Active
CUST-3710,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3711,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3712,Delhi,MG Windsor EV,Pay-Per-KM,3.22,,Active
CUST-3713,Delhi,Tata Punch EV,Pay-Per-KM,4.43,,Active
CUST-3714,Pune,Maruti e Vitara,Pay-Per-KM,3.98,,Active
CUST-3715,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3716,Pune,Maruti e Vitara,Pay-Per-KM,4.46,,Suspended
CUST-3717,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-3718,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3719,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3720,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-3721,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3722,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3723,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3724,Pune,Tata Punch EV,Pay-Per-KM,3.43,,Defaulted
CUST-3725,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Suspended
CUST-3726,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.73,,Active
CUST-3727,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3728,Bengaluru,Tata Punch EV,Pay-Per-KM,3.17,,Active
CUST-3729,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-3730,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3731,Bengaluru,Tata Punch EV,Pay-Per-KM,4.25,,Active
CUST-3732,Pune,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-3733,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3734,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-3735,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-3736,Pune,MG Windsor EV,Pay-Per-KM,3.85,,Suspended
CUST-3737,Delhi,Tata Punch EV,Pay-Per-KM,3.92,,Active
CUST-3738,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3739,Pune,Tata Punch EV,Pay-Per-KM,3.62,,Active
CUST-3740,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3741,Bengaluru,MG Windsor EV,Pay-Per-KM,2.83,,Defaulted
CUST-3742,Pune,Maruti e Vitara,Pay-Per-KM,2.94,,Active
CUST-3743,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Suspended
CUST-3744,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-3745,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3746,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-3747,Delhi,Maruti e Vitara,Pay-Per-KM,3.79,,Active
CUST-3748,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-3749,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3750,Pune,MG Windsor EV,Pay-Per-KM,2.94,,Defaulted
CUST-3751,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Defaulted
CUST-3752,Delhi,Maruti e Vitara,Pay-Per-KM,3.73,,Defaulted
CUST-3753,Bengaluru,MG Windsor EV,Pay-Per-KM,4.36,,Active
CUST-3754,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.33,,Active
CUST-3755,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Suspended
CUST-3756,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-3757,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Suspended
CUST-3758,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3759,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3760,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3761,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3762,Bengaluru,MG Windsor EV,Pay-Per-KM,2.91,,Active
CUST-3763,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3764,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3765,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3766,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.87,,Defaulted
CUST-3767,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3768,Delhi,Maruti e Vitara,Pay-Per-KM,4.3,,Suspended
CUST-3769,Bengaluru,MG Windsor EV,Pay-Per-KM,3.86,,Active
CUST-3770,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-3771,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3772,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3773,Bengaluru,Tata Punch EV,Pay-Per-KM,4.47,,Active
CUST-3774,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-3775,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-3776,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3777,Pune,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-3778,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-3779,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-3780,Pune,MG Windsor EV,Pay-Per-KM,4.37,,Active
CUST-3781,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.72,,Defaulted
CUST-3782,Pune,Maruti e Vitara,Pay-Per-KM,4.06,,Active
CUST-3783,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Suspended
CUST-3784,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Suspended
CUST-3785,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.24,,Defaulted
CUST-3786,Delhi,Tata Punch EV,Pay-Per-KM,4.4,,Defaulted
CUST-3787,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-3788,Pune,Maruti e Vitara,Pay-Per-KM,3.78,,Active
CUST-3789,Pune,Tata Punch EV,Pay-Per-KM,3.0,,Active
CUST-3790,Pune,Maruti e Vitara,Pay-Per-KM,4.45,,Active
CUST-3791,Delhi,Tata Punch EV,Pay-Per-KM,3.71,,Defaulted
CUST-3792,Pune,Tata Punch EV,Pay-Per-KM,3.32,,Active
CUST-3793,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3794,Delhi,MG Windsor EV,Pay-Per-KM,3.72,,Active
CUST-3795,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3796,Delhi,Maruti e Vitara,Pay-Per-KM,2.74,,Active
CUST-3797,Delhi,MG Windsor EV,Pay-Per-KM,3.08,,Active
CUST-3798,Delhi,MG Windsor EV,Pay-Per-KM,3.6,,Active
CUST-3799,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-3800,Delhi,Tata Punch EV,Pay-Per-KM,2.85,,Active
CUST-3801,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Suspended
CUST-3802,Bengaluru,MG Windsor EV,Pay-Per-KM,4.43,,Defaulted
CUST-3803,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-3804,Pune,Tata Punch EV,Pay-Per-KM,4.16,,Suspended
CUST-3805,Delhi,Tata Punch EV,Fixed-Monthly,,3000.0,Suspended
CUST-3806,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3807,Bengaluru,MG Windsor EV,Pay-Per-KM,2.87,,Suspended
CUST-3808,Delhi,Tata Punch EV,Pay-Per-KM,3.01,,Active
CUST-3809,Bengaluru,MG Windsor EV,Fixed-Monthly,,2500.0,Defaulted
CUST-3810,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3811,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-3812,Bengaluru,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3813,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Defaulted
CUST-3814,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3815,Delhi,Maruti e Vitara,Pay-Per-KM,3.45,,Defaulted
CUST-3816,Bengaluru,MG Windsor EV,Pay-Per-KM,3.79,,Suspended
CUST-3817,Bengaluru,MG Windsor EV,Pay-Per-KM,3.25,,Defaulted
CUST-3818,Bengaluru,Tata Punch EV,Pay-Per-KM,3.64,,Active
CUST-3819,Delhi,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3820,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.73,,Active
CUST-3821,Bengaluru,MG Windsor EV,Pay-Per-KM,2.86,,Active
CUST-3822,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Suspended
CUST-3823,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-3824,Pune,Tata Punch EV,Pay-Per-KM,3.07,,Active
CUST-3825,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3826,Pune,MG Windsor EV,Pay-Per-KM,3.77,,Active
CUST-3827,Delhi,Maruti e Vitara,Pay-Per-KM,2.61,,Active
CUST-3828,Delhi,Tata Punch EV,Pay-Per-KM,3.91,,Defaulted
CUST-3829,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Defaulted
CUST-3830,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-3831,Delhi,MG Windsor EV,Pay-Per-KM,2.77,,Active
CUST-3832,Pune,MG Windsor EV,Pay-Per-KM,4.27,,Active
CUST-3833,Bengaluru,Maruti e Vitara,Pay-Per-KM,4.48,,Suspended
CUST-3834,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3835,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3836,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Defaulted
CUST-3837,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3838,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3839,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3840,Bengaluru,MG Windsor EV,Pay-Per-KM,3.24,,Suspended
CUST-3841,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3842,Bengaluru,Tata Punch EV,Pay-Per-KM,3.69,,Active
CUST-3843,Pune,Maruti e Vitara,Pay-Per-KM,2.97,,Active
CUST-3844,Pune,Maruti e Vitara,Pay-Per-KM,3.61,,Active
CUST-3845,Delhi,Maruti e Vitara,Pay-Per-KM,4.27,,Active
CUST-3846,Pune,Tata Punch EV,Pay-Per-KM,3.11,,Active
CUST-3847,Bengaluru,Tata Punch EV,Pay-Per-KM,4.27,,Active
CUST-3848,Delhi,MG Windsor EV,Pay-Per-KM,4.37,,Active
CUST-3849,Delhi,Tata Punch EV,Pay-Per-KM,3.24,,Defaulted
CUST-3850,Bengaluru,MG Windsor EV,Pay-Per-KM,3.39,,Active
CUST-3851,Delhi,Tata Punch EV,Pay-Per-KM,3.43,,Defaulted
CUST-3852,Delhi,MG Windsor EV,Pay-Per-KM,3.49,,Active
CUST-3853,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-3854,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3855,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3856,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3857,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3858,Delhi,Tata Punch EV,Pay-Per-KM,3.28,,Active
CUST-3859,Delhi,Tata Punch EV,Pay-Per-KM,2.77,,Active
CUST-3860,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3861,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-3862,Bengaluru,MG Windsor EV,Pay-Per-KM,2.85,,Active
CUST-3863,Bengaluru,MG Windsor EV,Pay-Per-KM,2.78,,Active
CUST-3864,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-3865,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-3866,Delhi,Maruti e Vitara,Pay-Per-KM,3.46,,Active
CUST-3867,Bengaluru,Tata Punch EV,Pay-Per-KM,3.38,,Suspended
CUST-3868,Bengaluru,MG Windsor EV,Pay-Per-KM,3.02,,Active
CUST-3869,Delhi,Tata Punch EV,Pay-Per-KM,3.33,,Defaulted
CUST-3870,Pune,MG Windsor EV,Pay-Per-KM,3.86,,Active
CUST-3871,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-3872,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3873,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-3874,Pune,MG Windsor EV,Pay-Per-KM,2.74,,Defaulted
CUST-3875,Delhi,Maruti e Vitara,Pay-Per-KM,3.13,,Defaulted
CUST-3876,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3877,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3878,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3879,Bengaluru,Tata Punch EV,Pay-Per-KM,4.49,,Active
CUST-3880,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3881,Pune,Tata Punch EV,Pay-Per-KM,2.95,,Suspended
CUST-3882,Pune,Tata Punch EV,Pay-Per-KM,4.24,,Defaulted
CUST-3883,Delhi,Maruti e Vitara,Pay-Per-KM,3.69,,Defaulted
CUST-3884,Bengaluru,MG Windsor EV,Pay-Per-KM,3.02,,Active
CUST-3885,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.82,,Active
CUST-3886,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3887,Bengaluru,MG Windsor EV,Pay-Per-KM,3.29,,Active
CUST-3888,Pune,Tata Punch EV,Pay-Per-KM,3.07,,Suspended
CUST-3889,Pune,MG Windsor EV,Pay-Per-KM,3.68,,Suspended
CUST-3890,Bengaluru,Maruti e Vitara,Fixed-Monthly,,2500.0,Defaulted
CUST-3891,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-3892,Pune,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-3893,Pune,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3894,Delhi,Tata Punch EV,Pay-Per-KM,3.77,,Active
CUST-3895,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3896,Pune,MG Windsor EV,Pay-Per-KM,3.63,,Active
CUST-3897,Delhi,Tata Punch EV,Pay-Per-KM,2.75,,Active
CUST-3898,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.83,,Active
CUST-3899,Delhi,Maruti e Vitara,Pay-Per-KM,2.71,,Defaulted
CUST-3900,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3901,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-3902,Pune,Maruti e Vitara,Pay-Per-KM,3.48,,Active
CUST-3903,Bengaluru,MG Windsor EV,Pay-Per-KM,3.17,,Active
CUST-3904,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Suspended
CUST-3905,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3906,Pune,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3907,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3908,Bengaluru,MG Windsor EV,Pay-Per-KM,4.04,,Defaulted
CUST-3909,Delhi,Maruti e Vitara,Pay-Per-KM,4.41,,Suspended
CUST-3910,Bengaluru,MG Windsor EV,Pay-Per-KM,4.27,,Active
CUST-3911,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3912,Pune,MG Windsor EV,Pay-Per-KM,4.26,,Active
CUST-3913,Pune,Maruti e Vitara,Pay-Per-KM,3.22,,Active
CUST-3914,Bengaluru,MG Windsor EV,Fixed-Monthly,,1500.0,Active
CUST-3915,Bengaluru,MG Windsor EV,Pay-Per-KM,4.37,,Suspended
CUST-3916,Pune,Maruti e Vitara,Pay-Per-KM,3.59,,Defaulted
CUST-3917,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3918,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3919,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.56,,Active
CUST-3920,Pune,Tata Punch EV,Pay-Per-KM,3.32,,Suspended
CUST-3921,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-3922,Delhi,Maruti e Vitara,Fixed-Monthly,,3000.0,Suspended
CUST-3923,Pune,Tata Punch EV,Pay-Per-KM,3.23,,Active
CUST-3924,Pune,Maruti e Vitara,Fixed-Monthly,,2000.0,Active
CUST-3925,Pune,Maruti e Vitara,Pay-Per-KM,4.44,,Active
CUST-3926,Pune,Maruti e Vitara,Pay-Per-KM,3.85,,Suspended
CUST-3927,Bengaluru,MG Windsor EV,Pay-Per-KM,2.64,,Suspended
CUST-3928,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Suspended
CUST-3929,Bengaluru,MG Windsor EV,Pay-Per-KM,4.14,,Active
CUST-3930,Delhi,Tata Punch EV,Fixed-Monthly,,1500.0,Active
CUST-3931,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Suspended
CUST-3932,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3933,Delhi,Tata Punch EV,Pay-Per-KM,2.84,,Active
CUST-3934,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-3935,Bengaluru,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3936,Delhi,MG Windsor EV,Pay-Per-KM,3.21,,Suspended
CUST-3937,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3938,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3939,Bengaluru,Maruti e Vitara,Pay-Per-KM,3.79,,Active
CUST-3940,Pune,Tata Punch EV,Fixed-Monthly,,1500.0,Defaulted
CUST-3941,Delhi,Tata Punch EV,Pay-Per-KM,3.18,,Defaulted
CUST-3942,Bengaluru,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3943,Pune,Tata Punch EV,Pay-Per-KM,3.07,,Active
CUST-3944,Delhi,MG Windsor EV,Pay-Per-KM,3.56,,Active
CUST-3945,Pune,Tata Punch EV,Pay-Per-KM,2.98,,Active
CUST-3946,Pune,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3947,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3948,Pune,Tata Punch EV,Fixed-Monthly,,3000.0,Active
CUST-3949,Delhi,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3950,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3951,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3952,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3953,Delhi,Maruti e Vitara,Pay-Per-KM,3.34,,Active
CUST-3954,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3955,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3956,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Active
CUST-3957,Bengaluru,MG Windsor EV,Pay-Per-KM,3.45,,Active
CUST-3958,Delhi,Maruti e Vitara,Pay-Per-KM,2.99,,Active
CUST-3959,Bengaluru,Tata Punch EV,Pay-Per-KM,3.48,,Active
CUST-3960,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3961,Pune,MG Windsor EV,Pay-Per-KM,4.18,,Defaulted
CUST-3962,Bengaluru,MG Windsor EV,Pay-Per-KM,3.86,,Active
CUST-3963,Delhi,MG Windsor EV,Fixed-Monthly,,1500.0,Suspended
CUST-3964,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-3965,Bengaluru,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3966,Delhi,Tata Punch EV,Fixed-Monthly,,2000.0,Active
CUST-3967,Delhi,Maruti e Vitara,Pay-Per-KM,3.47,,Active
CUST-3968,Delhi,Maruti e Vitara,Fixed-Monthly,,1500.0,Suspended
CUST-3969,Bengaluru,Maruti e Vitara,Fixed-Monthly,,1500.0,Defaulted
CUST-3970,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Defaulted
CUST-3971,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Suspended
CUST-3972,Pune,Maruti e Vitara,Pay-Per-KM,3.68,,Defaulted
CUST-3973,Bengaluru,MG Windsor EV,Fixed-Monthly,,2000.0,Defaulted
CUST-3974,Pune,Tata Punch EV,Fixed-Monthly,,2000.0,Defaulted
CUST-3975,Pune,Maruti e Vitara,Pay-Per-KM,4.36,,Defaulted
CUST-3976,Delhi,Tata Punch EV,Pay-Per-KM,3.16,,Active
CUST-3977,Bengaluru,MG Windsor EV,Pay-Per-KM,3.28,,Active
CUST-3978,Delhi,MG Windsor EV,Fixed-Monthly,,2500.0,Active
CUST-3979,Delhi,MG Windsor EV,Fixed-Monthly,,2000.0,Active
CUST-3980,Delhi,Maruti e Vitara,Pay-Per-KM,3.24,,Active
CUST-3981,Delhi,Tata Punch EV,Fixed-Monthly,,2500.0,Active
CUST-3982,Pune,Tata Punch EV,Pay-Per-KM,2.81,,Active
CUST-3983,Pune,Maruti e Vitara,Fixed-Monthly,,2500.0,Active
CUST-3984,Delhi,Maruti e Vitara,Fixed-Monthly,,2500.0,Suspended
CUST-3985,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.67,,Suspended
CUST-3986,Bengaluru,Tata Punch EV,Fixed-Monthly,,3000.0,Defaulted
CUST-3987,Delhi,MG Windsor EV,Fixed-Monthly,,3000.0,Active
CUST-3988,Delhi,MG Windsor EV,Pay-Per-KM,3.31,,Defaulted
CUST-3989,Bengaluru,Maruti e Vitara,Pay-Per-KM,2.91,,Active
CUST-3990,Pune,Maruti e Vitara,Fixed-Monthly,,3000.0,Active
CUST-3991,Bengaluru,Tata Punch EV,Fixed-Monthly,,1500.0,Active
